,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50
363,0,1,1,0,4,1,0,0,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
364,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,0,3,0,4,2,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
365,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1
366,0,1,0,0,2,2,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,0,3,3,2,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1
367,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,0,3,0,4,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
368,0,1,2,1,2,5,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,0,2,5,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
369,0,0,0,2,3,4,1,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,3,1,0,4,6,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0
370,0,1,1,1,0,3,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
371,0,1,1,1,0,3,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
372,0,0,2,3,1,0,5,1,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
373,0,0,0,2,3,4,1,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,3,0,4,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
374,0,0,0,2,3,4,1,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,3,1,0,4,6,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
375,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,1,4,1,6,7,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1
376,0,0,2,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
377,0,1,1,0,2,3,6,6,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,0,0,3,3,2,5,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
378,0,0,0,2,3,4,1,7,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,3,0,4,2,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1
379,0,1,0,0,2,2,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,0,3,3,2,5,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
380,0,1,1,0,4,1,0,0,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
381,0,1,1,1,0,3,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,2,4,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
382,0,1,1,0,2,2,4,6,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,0,3,3,2,5,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
383,0,1,1,0,4,1,0,0,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
384,0,1,1,1,0,3,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,2,4,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
385,0,0,2,3,2,5,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,0,2,5,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
386,0,1,1,1,0,3,2,5,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,2,4,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
387,0,0,0,2,3,2,4,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,0,3,3,2,2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0
388,0,0,2,3,1,4,1,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,3,1,0,4,6,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
389,0,1,2,3,2,5,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,0,2,5,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1
390,0,0,2,3,1,0,5,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,3,1,5,3,6,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
391,0,0,0,2,3,4,1,7,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,3,1,0,4,6,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
392,0,0,2,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0
393,0,0,2,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,6,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
394,0,1,1,0,2,2,4,6,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,0,3,3,2,5,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
395,0,0,0,2,3,4,1,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,3,1,0,4,6,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1
396,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
397,0,0,0,2,2,2,4,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,0,3,3,2,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0
398,0,1,2,1,2,5,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,0,2,5,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
399,0,0,0,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,0,3,0,4,2,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
400,0,1,1,1,0,3,2,5,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,2,4,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
401,0,0,2,3,1,0,5,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,3,1,5,3,6,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
402,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,0,3,0,4,2,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1
403,0,0,2,3,1,0,5,7,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,3,1,5,3,6,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1
404,0,1,1,0,4,1,0,0,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
405,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,4,1,6,7,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
406,0,0,2,3,1,0,5,1,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1
407,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,3,0,4,2,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
408,0,1,1,0,4,1,0,0,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
409,0,1,2,3,2,5,3,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,2,0,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
410,0,1,1,0,4,1,0,0,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
411,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,0,3,0,4,2,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1
412,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,4,1,6,7,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0
413,0,0,2,3,1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
414,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,1,4,1,6,7,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
415,0,1,1,0,4,1,0,0,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
416,0,1,1,0,2,2,4,6,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,0,3,3,2,5,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
417,0,0,0,2,2,2,4,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,0,3,3,2,2,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0
418,0,0,2,3,1,0,5,1,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,3,1,5,3,3,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0
419,0,1,1,1,0,3,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
420,0,1,1,0,4,1,6,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,4,1,6,7,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
421,0,1,1,0,4,1,6,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,4,1,6,7,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1
422,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,0,0,3,0,4,2,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1
423,0,0,2,3,2,5,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,0,2,5,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0
424,0,1,1,1,0,3,2,5,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,2,4,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1
425,0,0,2,3,2,5,3,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,2,0,2,5,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1
426,0,1,1,0,4,1,6,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,4,1,6,7,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0
427,0,1,1,0,4,1,6,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,4,1,6,7,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0
428,0,0,0,0,2,2,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,0,3,3,2,5,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
429,0,1,1,0,4,1,0,0,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,2,4,0,4,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1
430,0,1,1,0,2,2,4,6,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,0,3,3,2,5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
431,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,0,3,0,4,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
432,0,0,0,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,0,3,0,4,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1
433,0,1,1,1,0,3,6,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,4,1,6,7,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
434,0,1,1,1,0,5,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,2,0,2,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1
435,0,0,0,2,3,4,1,7,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,3,1,0,4,6,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0
436,0,1,1,1,0,3,2,5,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,0,2,2,4,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1
