,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43
393,0,1,0,2,3,4,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,1,2,5,2,1,2,1,1,2,2,0,0,1,1,0,0,0,0,0,1,2,2,2,1,1,2,0,2,1,1,1,0,2,1,1,2,0,0,1,0,2,0,2,0,2,0,1,1,0,2
394,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,0,1,0,2,1,1,0,1,2,0,0,1,0,0,1,2,2,0,1,1,1,0,1,2,1,0,1,0,1,2,2,1,0,1,1,0,0,1,1,2,1,2,0,2
395,0,1,0,2,3,2,3,4,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,0,1,2,5,2,1,2,1,0,2,0,1,0,1,0,1,0,2,2,0,1,1,1,0,0,1,0,0,0,2,2,1,1,1,1,2,1,2,2,2,2,2,0,1,0,1,0,0,0,1,1
396,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,2,1,2,0,0,1,0,0,1,0,2,1,2,2,2,0,1,1,2,0,0,1,1,2,2,2,0,2,0,1,0,1,1,2,0,2,1,0,2,2,1,0,2,0,1,2
397,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,0,0,1,2,2,2,0,1,1,1,1,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,1,2,1,1,1,1,0,1,1,0,2,2,1,2,0
398,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,2,0,0,0,1,2,2,0,1,2,1,1,2,2,0,2,2,1,0,2,1,0,2,0,2,0,1,2,0,1,2,1,0,0,1,0,2,0,2,0,1,2,1
399,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,2,1,2,1,0,0,1,1,2,0,0,2,1,0,1,2,1,2,0,0,0,0,1,1,2,1,0,1,2,1,0,2,2,2,1,2,1,0,2,1,2,1,2,0,2,2
400,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,1,5,0,0,2,0,2,2,1,0,2,2,2,0,0,2,1,1,2,0,0,2,2,0,2,0,2,1,0,0,2,2,2,1,1,0,2,1,2,2,1,1,2,0,1,1,0
401,0,1,0,2,3,2,3,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,0,1,2,5,2,1,2,1,2,0,2,0,1,0,1,2,1,1,1,2,0,2,0,0,1,0,2,0,0,0,0,2,1,1,0,2,1,0,1,2,0,2,0,0,0,2,0,0,2,1,1
402,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,1,5,0,0,0,1,0,0,1,1,1,2,0,1,2,2,2,2,0,1,1,0,1,0,2,1,1,2,0,1,0,0,0,0,0,2,2,0,0,0,2,2,2,2,2,2,0
403,0,1,0,3,2,2,3,7,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,0,1,4,3,4,4,2,1,1,1,1,1,1,2,2,1,1,2,1,0,2,2,0,2,2,1,0,0,1,1,2,2,1,1,0,0,0,2,1,2,0,2,1,0,1,1,0,1,2,2,0
404,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,5,6,0,0,0,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2,1,1,1,2,1,1,1,2,2,2,2,0,1,0,1,0,1,2,1,1,1,2,0,1,2,1,1
405,0,0,0,3,2,2,3,7,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,1,2,5,2,1,2,1,1,1,0,1,1,1,2,1,0,2,2,1,1,0,2,0,1,0,0,1,2,0,2,2,0,0,2,2,0,2,1,2,1,1,1,0,0,1,0,1,1,2,0
406,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,1,2,6,2,1,2,2,0,0,1,1,2,2,1,0,0,2,1,1,1,0,1,0,2,2,1,2,1,2,0,2,2,2,0,2,1,1,2,0,1,1,2,1,1,2,0,2,0,2
407,0,0,1,3,2,5,6,6,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,2,3,1,3,4,4,2,-1,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,0,1,1,1,0,0,0,2,2,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2
408,0,1,0,2,3,4,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,1,2,5,2,1,2,1,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,1,2,1,0,0,2,2,1,0,0,2,2,1,1,2,0,1,2,1,2,2,1,0,2,0,2,2,0
409,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,2,0,1,1,2,1,0,1,0,1,2,0,1,1,2,1,2,0,1,0,2,1,1,0,1,1,1,0,1,0,2,2,1,1,0,0,1,2,0,2,1,1,1
410,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,2,0,2,1,2,1,1,2,0,1,0,2,1,0,1,2,1,2,1,2,0,2,2,1,0,2,1,0,0,1,1,1,1,1,2,2,0,2,2,0,0,0,1
411,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,2,1,0,1,1,2,1,2,1,2,1,0,1,0,2,2,0,1,0,2,0,1,0,0,0,2,2,1,0,2,0,1,2,1,2,1,1,0,2,2,1,1,0
412,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,2,2,2,1,2,0,2,1,0,2,0,0,2,2,2,0,0,2,0,2,1,1,1,0,1,2,0,1,0,2,2,2,2,2,2,2,2,2,0,1,2,1,1
413,0,1,2,0,0,1,4,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,1,3,0,-1,0,2,0,1,1,0,1,0,0,2,2,2,1,2,1,2,0,0,0,2,2,1,1,2,0,0,0,0,2,0,2,2,2,1,1,0,1,1,0,1,1,1,1
414,0,1,0,2,2,2,2,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,0,1,2,5,2,1,2,1,1,1,0,0,2,2,0,2,1,1,1,0,2,1,1,2,0,2,2,2,1,2,0,1,0,2,2,0,2,2,2,2,0,0,0,0,2,0,2,2,2,1,1
415,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,1,5,0,0,2,1,0,0,0,1,2,2,1,1,0,2,2,0,0,1,0,2,1,1,2,2,2,2,2,2,1,0,0,2,1,0,2,2,2,2,0,2,0,2,1,0,2
416,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,0,2,0,2,1,2,1,2,0,0,0,1,0,0,2,2,2,1,1,1,0,2,0,1,1,0,1,1,0,1,2,1,0,2,1,1,1,2,2,1,2,1,1
417,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,1,5,0,0,0,2,0,0,1,2,2,2,1,1,2,1,0,2,2,1,1,0,1,1,2,0,2,2,0,2,1,2,1,2,1,1,0,1,0,1,0,1,2,1,0,1,0
418,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,3,1,2,6,7,1,2,1,0,2,0,1,2,0,2,2,0,1,2,1,1,2,1,0,2,2,2,0,1,2,1,1,2,0,0,0,2,2,2,2,1,2,1,1,1,1,1,1,2,2
419,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,1,2,6,2,1,-1,1,0,1,1,0,2,1,1,1,1,0,0,2,2,2,2,2,0,0,0,1,1,2,0,2,1,0,0,2,0,2,0,0,2,0,2,0,1,0,2,1,1,1
420,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,-1,1,0,1,1,1,0,2,2,0,2,1,1,2,1,1,1,2,2,2,0,1,0,2,2,0,0,0,2,1,1,1,1,2,0,0,0,2,0,1,1,2,2,2
421,0,0,1,1,1,3,5,5,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,2,3,1,2,6,2,1,-1,0,2,2,1,1,0,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,2,1,0,0,0,2,0,2,0,2,1,2,0,1,0,2,2,2,0,2
422,0,1,0,2,3,4,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,1,2,5,2,1,2,1,2,2,0,0,2,0,2,1,0,2,2,0,2,1,1,0,1,1,1,2,0,2,1,1,2,1,0,2,2,2,0,1,0,0,1,0,1,2,0,0,1,0,1
423,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,3,1,2,6,2,1,2,2,2,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,1,0,2,2,1,2,0,2,1,0,2,0,0,0,0,1,0,0,1,0,2,2,0,0,1
424,0,1,0,2,3,2,3,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,0,1,2,5,2,1,2,1,2,2,2,2,2,2,0,0,1,1,1,0,1,0,1,2,1,2,0,0,2,1,2,1,0,0,2,2,0,1,0,2,2,2,2,0,1,1,1,1,0,0,2
425,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,0,1,1,2,0,1,0,0,1,2,2,0,2,0,1,0,0,0,1,2,0,1,0,0,1,1,1,0,1,1,0,0,2,0,2,1,2,0,1,0,1,2,0
426,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,3,1,2,6,2,1,2,2,0,0,1,2,2,2,0,1,2,2,1,0,0,0,0,1,2,1,1,0,2,0,0,2,0,2,1,2,0,0,0,2,0,2,2,1,1,0,0,2,1,1
427,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,0,2,2,0,2,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,2,2,2,0,1,2,0,2,2,2,0,1,2,2,0,2,1,1,1,1,0,0
428,0,0,1,1,1,3,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,2,3,1,2,6,7,1,-1,0,1,0,1,2,1,0,2,0,0,1,1,0,2,0,1,0,0,2,0,1,1,2,0,1,0,0,0,2,1,1,1,1,0,1,0,2,0,0,0,0,1,0
429,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,2,1,0,1,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,2,2,2,2,2,1,1,0,2,1
430,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,2,2,1,0,1,2,2,1,2,1,1,0,0,1,1,0,0,0,2,2,1,1,1,0,0,2,1
431,0,1,0,3,2,5,6,6,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,3,4,3,4,4,2,1,2,2,1,0,1,0,2,1,1,0,1,2,0,2,2,2,2,2,1,2,0,2,0,0,1,0,1,1,0,2,2,0,2,2,1,1,0,0,1,1,0,2,1
432,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,2,1,0,1,1,0,0,1,1,2,2,2,2,0,1,2,2,1,0,0,0,1,1,0,2,2,0,1,2,2,1,2,1,0,1,2,0,2,1,1,2,0,2
433,0,1,2,0,0,1,4,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,0,0,2,1,1,1,1,2,1,2,2,0,2,2,0,0,0,2,0,2,2,0,1,0,0,0,1,1,1,2,0,0,2,2,2,0,0,2,1,1,2,1,1
434,0,1,0,2,3,4,0,3,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,1,2,5,2,1,2,-1,2,1,2,0,1,1,0,0,1,0,0,0,0,1,2,0,2,0,2,1,2,0,1,1,2,2,1,2,2,1,1,1,1,0,1,0,1,2,0,0,0,1,2
435,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,0,1,0,1,1,0,2,0,1,1,1,2,2,0,1,2,1,1,2,1,2,1,0,2,0,0,2,2,1,2,0,0,2,1,0,2,2,0,1,1,1,1,1,1
436,0,1,0,3,2,2,2,0,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,0,3,4,3,4,4,2,1,2,2,1,1,1,1,0,0,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,0,2,1,0,1,1,1,1,0,1,2,2,0,0,2,0,2,1,2,0
437,0,1,0,3,2,2,2,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,3,4,3,4,4,2,1,0,2,1,0,2,1,1,2,1,2,1,2,0,1,1,1,2,2,2,2,0,0,2,1,2,0,2,2,2,0,0,1,0,0,2,1,0,0,2,0,1,0,2
438,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,3,1,2,6,7,1,2,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,1,0,2,0,2,2,0,2,0,2,1,0,2,0,0,0,1,1,1,2,2,2,2,1,2,0
439,0,0,0,3,2,2,3,7,-1,16,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,0,1,2,3,4,4,2,-1,0,0,1,2,2,2,0,0,1,1,0,1,0,1,0,2,1,2,0,0,0,1,1,2,2,1,2,2,0,1,1,0,2,0,2,2,0,2,0,1,1,2,1
440,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,1,2,6,2,1,2,1,1,0,1,1,1,1,0,2,2,1,1,2,1,2,1,0,1,1,2,2,1,0,1,1,2,1,2,2,0,0,0,0,2,2,2,1,1,1,1,1,1,2
441,0,1,2,3,2,5,6,6,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,3,4,3,4,4,2,-1,0,1,0,2,2,0,1,0,2,0,2,0,1,2,0,1,1,1,2,0,0,1,0,0,1,2,1,1,0,1,2,2,1,0,0,0,2,2,0,2,2,2,2
442,0,1,2,0,0,1,4,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,2,1,1,0,0,0,0,2,0,2,2,1,1,1,0,2,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,0,2,2,0,2,2,1,2,1,1,1
443,0,1,2,0,0,1,2,4,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,2,3,4,4,2,-1,2,0,0,1,1,2,1,2,0,2,1,1,0,0,2,0,1,0,0,1,2,0,1,0,2,2,2,1,0,0,2,2,0,0,0,1,2,0,2,0,2,0,1
444,0,1,0,2,3,2,3,7,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,0,1,2,5,2,1,2,-1,2,2,0,0,1,2,0,1,2,2,1,1,0,2,2,0,2,1,1,1,1,1,1,1,2,1,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,1,0
445,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,-1,1,0,1,0,1,1,2,2,0,1,1,0,1,2,1,0,1,1,2,2,1,0,2,0,2,2,0,0,1,1,2,2,2,1,1,2,2,2,1,1,1,0,0
446,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,2,0,0,0,2,1,2,2,1,2,2,2,2,0,1,0,0,1,0,2,0,1,1,2,1,0,1,0,1,2,0,0,1,0,2,0,0,1,1,0,1,1,1
447,0,1,2,2,3,4,0,4,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,1,5,0,1,0,1,2,5,2,1,0,-1,2,1,0,0,0,2,2,0,1,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2,1,1,1,2,2,0,1,1,1,0,2,1,2,2,2,0
448,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,-1,1,1,1,2,1,2,2,2,0,0,0,2,0,2,2,0,0,1,0,0,2,2,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,0,1,1,1,2,0
449,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,2,1,2,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,2,0,0,0,1,1,1,1,0,2,1,2,0,0,1,0,1,0,2,0,0,0,1,1,0,2,0,1
450,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,1,2,0,0,0,1,2,1,1,1,2,1,1,2,2,1,0,1,2,2,2,2,0,2,0,0,2,0,1,0,1,0,0,0,0,2,0,1,1,2,1,0,1
451,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,1,2,0,1,2,1,0,1,1,2,1,0,1,1,1,1,0,2,1,0,2,1,1,0,2,0,1,0,1,0,0,0,1,2,2,0,2,0,1,0,0,0,2
452,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,2,2,2,0,1,0,0,1,0,2,0,2,2,2,0,2,1,1,2,2,1,2,1,0,0,1,0,2,2,0,0,0,1,0,2,1,0,2,1,1,1,1,1
453,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,7,1,2,2,0,0,2,2,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,0,1,1,1,0,2,1,0,0,1,0,1,0,0,2,0,1,2,1,1,1,0
454,0,0,1,1,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,2,3,0,0,0,1,2,0,2,2,2,0,2,2,1,1,1,2,0,0,2,1,2,2,0,0,2,1,2,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,1,2,0,2,0,2
455,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,1,5,0,0,2,2,1,2,1,2,0,1,2,0,2,2,2,1,2,2,2,2,1,1,0,1,0,2,1,0,0,0,2,1,2,1,2,0,0,2,2,0,2,0,0,2,0
456,0,0,1,3,2,5,6,6,-1,-1,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,2,3,4,3,4,4,1,1,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,0,1,0,2,0,1,2,1,2,1,0,2,0,0,0,2,2,1,2,2,0,2,1,2,1,2
457,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,0,0,0,1,0,1,0,2,1,0,2,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,1,2,2,1,0,2,2,0,0,1,0,0,1,2,1,2
458,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,3,1,2,6,7,1,2,0,1,1,0,0,1,2,0,1,1,1,1,0,1,0,0,1,0,0,2,1,0,1,1,2,2,1,0,0,2,2,1,0,2,2,1,0,2,1,0,2,1,0
459,0,1,0,2,3,4,0,3,-1,17,4,2,1,1,0,0,0,0,1,2,3,2,1,1,6,0,1,0,1,2,5,2,1,0,-1,2,0,2,0,2,1,0,2,0,1,0,0,2,2,0,0,2,1,2,2,1,0,1,0,2,1,0,2,0,0,0,0,2,2,1,1,0,0,0,1,0,0,2
460,0,0,0,3,2,5,6,6,33,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,0,3,4,3,4,4,2,1,2,1,0,1,0,1,1,0,0,2,0,1,1,0,2,1,2,0,0,2,1,2,0,0,1,1,2,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0
461,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,0,0,2,2,1,2,1,2,1,1,0,1,1,1,2,2,2,1,2,0,1,1,2,1,1,1,0,0,0,2,0,1,0,0,0,1,2,1,2,1,1,0,2
462,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,0,0,0,0,1,1,0,2,1,2,2,1,2,2,2,1,2,0,1,0,2,2,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,0,2,2,0,0,0,0
463,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,0,0,1,2,2,0,1,1,1,2,2,2,0,2,0,2,1,2,1,1,1,0,0,2,2,1,0,0,0,2,1,0,1,2,1,2,1,2,2,0,1,0,0
464,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,1,0,0,1,2,2,0,1,2,2,0,0,2,2,2,2,1,2,0,1,2,2,0,0,2,0,1,2,2,0,2,1,2,1,0,0,2,0,2,0,1,2,1
465,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,1,2,6,2,1,-1,2,0,0,1,2,1,0,1,2,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,1,1,0,0,2,2,1,0,2,0,2,2
466,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,0,1,3,3,0,-1,1,0,1,2,1,0,2,1,1,2,0,0,0,2,1,2,0,1,1,0,0,2,1,1,0,1,2,0,1,0,0,2,1,2,0,1,1,2,1,1,2,0,0
467,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,3,1,2,6,7,1,2,2,1,1,1,1,2,0,1,0,0,2,1,2,1,1,2,0,2,1,2,0,2,1,1,1,2,2,2,0,0,0,2,1,0,1,2,1,1,1,0,2,1,1
468,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,1,5,0,0,0,1,2,2,2,0,0,0,1,2,0,1,2,2,1,1,0,1,2,1,0,1,1,1,2,2,2,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1
469,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,1,1,2,2,2,1,1,2,1,1,2,1,0,1,0,0,2,1,2,2,0,2,2,1,2,1,2,2,2,0,0,1,2,1,2,2,2,1,2,0,0,2,1
470,0,1,0,2,3,4,0,3,-1,-1,3,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,0,1,2,5,2,1,2,-1,1,2,2,0,2,1,2,2,0,2,0,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0,0,0,2,1,2,1,2,2,1,0,2,2,0,1,2,2,2
471,0,0,1,1,1,3,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,3,1,2,6,7,1,2,1,2,1,0,1,0,0,0,0,1,1,0,2,2,2,0,1,0,0,0,1,1,1,2,1,0,2,1,0,2,2,0,0,1,0,0,1,2,1,2,0,1,0
472,0,1,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,1,0,4,4,5,6,0,0,1,2,2,0,2,0,0,2,1,0,2,0,1,1,2,0,2,2,1,0,0,1,2,1,0,0,2,1,1,0,0,1,1,0,0,0,2,1,0,2,1,2,0
