,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53
313,0,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,1,0,1,3,0,0,3,1,4,4,2,2,4,1,3,3,5,5,0,1,0,1,3,2,1,5,0,0,4,4,0,1,5,2,2,1,1,5,0,1,0,3,3,0,5,5,3,3,4,0,3,0,2,3,4,4,3,3,5
314,0,0,2,3,1,3,2,6,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,4,5,4,0,0,1,1,3,1,1,0,3,1,5,1,0,3,0,3,5,1,5,4,0,5,0,2,5,1,3,3,3,5,1,0,3,2,0,4,0,0,5,1,3,5,5,0,3,4,0,4,5,3,2,2,1,2,5
315,0,0,2,3,4,3,2,0,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,4,0,2,0,0,2,2,2,5,2,2,3,0,0,3,1,1,1,0,1,4,3,2,4,0,1,4,4,4,2,3,1,4,2,0,5,5,3,2,3,2,2,4,4,4,3,2,2,3,4,1,1,1,1,5,2,4,1
316,0,1,0,2,2,5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,1,0,3,5,3,4,5,2,2,3,2,4,5,4,2,2,4,5,1,1,0,0,1,0,4,2,5,3,2,1,1,2,2,1,3,1,3,1,0,2,3,1,5,2,2,5,2,0,2,2,4,3,3
317,0,1,0,1,0,4,4,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,1,3,6,0,0,4,2,3,0,3,2,0,1,2,1,4,4,4,1,5,3,2,2,0,4,3,4,0,3,5,4,3,1,4,4,0,4,4,1,3,3,3,1,1,3,0,2,4,0,5,4,2,1,5,5,2,2,4
318,0,0,2,3,1,2,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,5,4,0,3,1,3,0,4,2,4,0,0,2,3,0,0,4,0,0,5,0,0,4,2,2,5,2,5,2,3,2,5,5,1,3,0,0,3,1,4,3,0,4,5,0,4,2,4,4,5,3,3,1
319,0,1,1,1,0,4,4,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,1,5,1,6,0,0,2,1,2,5,5,0,1,1,1,5,2,3,1,5,5,1,5,5,2,1,1,2,5,0,5,3,3,3,2,4,5,5,4,5,0,1,4,3,0,5,3,4,0,0,4,5,3,2,4,1,3,0,4
320,0,1,0,2,2,5,1,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,3,1,0,0,5,5,1,3,0,4,3,3,4,5,1,1,2,5,4,4,2,2,2,1,2,5,4,3,5,2,2,2,1,3,1,4,3,0,0,2,4,1,3,1,2,4,4,3,4,1,2,2,4
321,0,1,0,2,4,1,6,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,0,0,1,3,0,0,0,4,5,0,1,0,0,1,4,4,0,0,1,0,0,3,0,1,4,1,4,4,4,2,5,1,5,5,0,3,1,0,5,3,0,2,3,1,3,2,0,3,5,4,5,2,3,0,4,4,5,0,3,0
322,0,1,0,2,4,3,6,0,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,0,4,0,0,2,0,0,5,5,4,3,3,4,4,2,1,0,5,2,3,1,3,2,3,5,2,1,5,0,2,3,4,1,5,3,4,2,3,4,4,4,2,3,4,2,1,4,0,4,5,2,3,5,3,4,0,3,5,5,5
323,0,1,1,1,0,4,4,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,1,5,1,6,0,0,0,4,2,3,3,3,2,4,3,0,4,4,1,0,4,1,5,2,3,1,0,4,5,2,2,0,1,0,0,0,3,0,4,1,5,5,1,1,1,0,2,4,0,1,5,1,0,0,2,3,1,2,1
324,0,1,0,2,2,5,1,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,5,5,1,4,3,2,3,3,1,3,5,3,0,2,0,2,3,4,1,5,5,3,5,3,5,2,3,2,2,1,2,3,4,0,1,0,5,4,0,5,2,5,0,3,0,4,1,0,3,5,3,1,4
325,0,0,1,0,3,0,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,2,1,3,2,1,3,3,2,0,2,4,5,2,5,3,1,4,0,5,1,5,4,4,4,4,3,2,4,0,5,4,0,3,1,4,3,3,4,3,2,3,1,5,3,3,3,0,1,2,3,0,0,0
326,0,1,1,1,0,4,4,2,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,1,5,1,3,0,0,2,1,0,3,4,1,5,2,5,1,1,0,5,0,3,2,3,4,1,0,0,5,5,5,2,0,0,2,2,0,4,0,0,4,3,3,4,3,1,4,3,5,4,3,1,4,3,2,2,3,3,3,5
327,0,0,1,0,3,0,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,0,5,0,1,4,4,0,3,4,2,1,1,4,3,5,0,5,4,2,3,5,0,2,1,5,2,1,4,5,4,2,0,3,0,2,5,2,5,3,4,4,2,2,2,5,2,5,5,3,0,0,1,3
328,0,1,0,2,2,5,1,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,5,5,3,4,5,1,5,0,1,4,4,4,3,0,0,2,4,3,1,1,3,5,4,5,2,0,5,2,5,5,2,5,4,2,2,1,5,3,2,4,4,5,4,3,4,2,0,2,1,1,5,5,5
329,0,0,1,0,3,0,0,7,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,0,2,3,0,2,1,0,0,1,2,0,5,0,4,1,1,2,2,1,5,0,5,1,3,4,5,5,4,0,4,2,5,4,3,1,0,1,1,4,2,5,1,5,1,5,2,0,5,5,2,3,0,0,1,2,1,0,0,2,3,3
330,0,1,1,0,3,0,0,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,2,1,5,1,3,0,0,0,2,4,3,0,3,3,5,3,0,2,0,0,3,4,2,5,2,1,2,1,2,5,1,0,0,5,1,3,3,4,0,4,5,3,2,1,2,3,3,5,5,2,3,1,0,0,5,0,4,5,0,0
331,0,1,0,2,2,5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,2,0,5,3,1,4,4,1,2,0,1,4,1,4,4,1,4,0,3,3,1,3,0,0,1,5,2,1,5,0,1,4,3,5,5,5,3,0,4,0,5,4,1,5,4,5,2,5,1,2,4,1,4
332,0,0,2,0,3,1,0,3,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,2,3,0,2,1,0,0,5,4,5,1,5,3,4,0,1,5,1,3,1,0,2,3,1,4,2,3,5,1,5,0,3,0,0,0,3,5,4,1,0,0,5,2,5,5,2,1,4,0,1,2,2,0,2,2,3,1,3,2,5
333,0,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,3,1,0,1,3,0,0,4,3,2,0,4,0,5,2,3,3,1,5,2,3,5,0,1,5,4,5,4,2,1,1,3,5,1,1,4,1,4,2,1,1,1,1,5,1,1,1,5,3,3,0,4,0,0,0,3,5,5,1,4
334,0,0,1,0,3,0,3,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,4,3,2,0,1,2,4,1,2,3,5,5,0,0,2,4,1,2,3,3,3,3,0,0,3,0,2,3,5,1,1,1,0,0,2,4,3,5,0,5,2,0,3,0,1,5,3,2,4,4,5,4,2
335,0,1,0,1,0,1,6,5,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,1,3,0,1,3,0,0,0,4,5,3,4,0,4,4,0,3,0,4,3,5,2,4,5,1,0,3,5,0,5,1,5,1,2,0,0,1,0,2,4,4,0,4,2,3,5,1,5,4,5,5,2,4,5,4,2,5,2,3,5,3
336,0,0,2,3,1,2,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,4,2,1,0,0,0,5,1,1,3,5,0,0,1,0,4,1,1,5,0,1,0,5,0,0,1,2,4,0,4,2,2,3,5,3,2,0,3,0,2,2,2,5,4,2,3,4,4,4,0,1,2,1,3,5,5,2,2
337,0,0,1,0,3,0,3,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,2,4,1,5,1,1,2,4,3,1,5,3,5,5,2,4,0,0,2,0,0,5,5,4,1,5,0,3,4,0,1,2,2,5,2,1,2,0,4,3,2,0,5,1,0,2,1,1,2,2,3,3,3
338,0,1,0,2,4,3,2,0,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,0,4,3,0,2,0,0,5,0,5,1,2,5,5,0,0,4,1,2,5,0,0,3,0,0,5,3,3,5,2,2,1,5,5,2,3,0,4,2,5,2,5,0,1,4,3,4,2,1,3,1,0,3,2,3,2,4,3,1,0
339,0,1,0,2,2,3,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,0,4,3,4,2,0,0,4,3,4,4,2,4,4,1,4,3,3,2,2,0,4,5,5,5,5,5,1,4,5,5,4,2,0,0,3,0,1,2,4,1,2,3,0,3,3,0,0,1,5,3,5,2,2,0,4,2,3,4,3
340,0,0,2,3,1,2,5,6,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,1,5,4,5,5,2,2,4,1,3,0,0,4,5,0,1,2,4,4,5,3,3,2,4,3,2,2,2,0,2,0,2,1,0,3,5,5,2,3,0,3,1,4,2,5,5,2,5,1,1,3,0,0
341,0,1,0,2,4,3,2,0,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,0,4,3,0,2,0,0,0,0,5,4,0,2,3,1,3,1,3,3,4,5,4,5,0,2,5,1,5,5,3,4,4,5,4,3,5,2,0,4,4,0,0,3,5,0,2,3,0,0,0,3,4,0,2,0,4,0,0,3,4
342,0,1,1,0,3,0,0,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,2,1,5,1,3,0,0,2,2,4,4,1,3,4,3,0,1,1,0,4,5,2,2,0,3,5,3,0,0,0,5,0,0,0,4,2,0,0,4,2,2,1,0,0,5,2,0,0,5,2,4,1,5,2,2,0,0,4,3,5
343,0,1,0,1,0,4,4,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,1,3,0,0,0,5,5,5,0,2,1,3,4,5,5,4,5,4,4,0,0,5,0,2,4,4,4,1,2,2,4,0,0,1,5,1,0,2,2,5,1,5,5,1,3,3,2,1,5,4,0,2,5,1,0,3,5,4
344,0,0,2,3,1,2,5,3,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,2,1,0,0,1,3,0,3,1,3,5,5,3,5,1,5,3,2,0,1,5,3,3,2,4,5,0,2,1,3,3,1,4,4,5,4,4,3,4,0,3,1,0,0,0,3,0,1,4,1,5,1,2,2,5,4,1
345,0,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,3,1,0,1,3,0,0,4,2,1,2,0,5,3,1,3,2,4,0,2,5,4,0,5,3,4,1,4,5,5,3,5,1,4,5,4,4,0,4,1,3,2,4,4,4,2,2,0,4,3,0,3,0,4,1,0,5,4,5,2
346,0,1,1,1,0,4,4,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,1,3,0,1,3,0,0,0,0,3,2,0,1,3,0,3,5,0,2,5,4,4,5,1,4,5,4,2,2,2,4,5,2,0,3,1,1,2,2,3,4,2,0,0,0,5,2,2,4,2,1,5,5,3,3,3,0,1,4,3,4
347,0,1,0,2,4,1,0,0,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,1,0,2,0,2,2,0,0,1,4,1,3,3,0,3,2,1,4,0,3,0,3,3,1,1,0,0,4,0,1,2,3,4,4,1,5,0,0,4,2,0,3,4,4,2,3,4,2,3,5,5,4,4,4,2,5,1,0,2,3,2
348,0,1,0,2,2,5,1,4,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,0,0,0,3,3,4,1,1,4,0,4,4,4,0,4,5,5,4,5,1,3,5,1,3,2,4,3,0,2,4,0,2,1,0,4,2,2,5,3,2,0,3,4,4,2,0,5,2,1,1,0,5,0
349,0,1,1,1,0,4,4,2,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,1,5,1,6,0,0,5,5,1,0,3,5,2,5,1,5,0,1,1,4,0,5,4,3,0,1,3,3,3,0,4,2,1,2,5,3,1,3,0,1,2,0,4,0,5,4,2,5,2,4,4,2,4,2,1,1,4,3,1
350,0,1,0,2,2,5,1,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,4,4,4,2,5,0,4,4,5,5,5,1,4,2,1,4,0,1,0,4,5,4,5,2,1,0,0,2,1,5,5,5,1,2,2,1,4,3,1,1,0,1,2,5,4,0,5,2,4,3,5,5,4
351,0,1,1,1,0,4,4,2,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,1,5,1,6,0,0,4,5,1,1,2,0,1,4,2,1,2,0,4,5,5,1,5,2,1,0,1,1,1,5,5,2,3,3,3,2,3,5,5,0,1,3,3,4,1,4,0,1,0,5,5,4,2,4,1,0,5,3,0
352,0,1,0,2,2,5,1,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,2,5,0,2,0,2,5,3,0,5,4,3,3,5,1,5,4,2,1,0,0,1,4,2,5,0,4,5,1,3,2,4,0,5,2,0,1,0,4,3,1,2,5,3,5,0,3,2,1,1,5,0,1
353,0,0,2,3,1,2,5,6,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,0,2,1,1,5,4,1,5,2,0,0,2,3,5,2,4,3,2,3,5,2,4,0,4,5,0,2,0,4,2,5,2,3,4,5,2,3,4,5,2,3,4,3,0,2,2,0,3,3,5,4,0,3
354,0,0,1,0,3,0,3,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,4,2,2,0,5,5,4,4,5,5,4,4,4,1,2,3,5,3,5,1,5,3,3,4,2,1,3,5,3,4,0,3,2,4,0,0,5,3,2,2,0,0,1,1,3,4,2,1,1,5,4,4,4
355,0,1,0,2,4,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,0,4,3,0,2,0,0,3,4,3,1,4,1,2,1,5,3,5,4,1,1,4,1,5,1,1,5,2,0,2,4,2,4,2,3,3,5,5,4,1,5,0,4,5,4,0,0,1,2,2,0,4,1,1,3,3,1,3,2,4
356,0,0,1,0,3,1,0,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,2,3,0,2,3,0,0,4,0,2,0,2,1,0,2,1,3,2,1,4,2,1,0,4,4,4,0,5,1,4,2,3,4,3,0,4,3,0,5,3,0,5,3,5,5,0,5,1,2,3,3,4,0,0,1,0,4,2,4,2
357,0,0,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,0,4,3,0,2,0,0,4,0,5,2,4,0,1,5,4,2,0,5,2,4,4,3,5,0,1,0,5,5,0,5,0,4,3,3,4,3,2,0,2,3,4,0,3,0,2,0,3,3,2,5,4,2,2,3,2,3,4,3,1
358,0,1,0,2,4,1,6,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,0,0,1,3,0,0,0,2,0,4,4,2,3,5,4,5,4,4,3,2,3,4,2,3,2,5,4,5,3,2,2,1,0,5,1,3,0,4,0,3,4,1,2,0,2,1,5,0,2,1,3,4,4,5,4,1,4,0,0,5
359,0,1,0,1,0,5,6,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,3,0,4,4,1,1,1,4,0,2,2,3,2,0,3,4,2,5,4,1,5,5,1,5,0,1,5,3,0,4,3,0,0,2,4,3,2,5,2,1,1,2,3,2,5,2,4,5,3,4,5,2,4
360,0,0,2,3,4,3,2,0,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,0,4,0,0,2,0,0,5,2,0,4,0,0,4,2,0,0,5,4,5,0,2,2,0,4,1,4,0,2,3,4,4,3,2,4,5,0,1,0,2,1,0,3,2,5,0,1,5,3,2,4,4,2,0,1,5,5,0,0,4
361,0,1,1,0,3,0,0,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,2,1,5,1,3,0,0,0,0,4,2,4,3,1,5,3,2,3,1,1,0,0,1,1,4,2,5,0,1,4,4,2,0,2,4,1,5,0,1,4,5,2,3,3,1,4,5,1,0,3,1,1,4,2,4,1,4,3,5,2
362,0,0,2,3,1,2,5,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,2,1,0,0,3,3,4,1,5,3,4,1,3,3,5,1,4,5,3,2,1,0,5,1,5,5,1,3,0,5,0,1,0,5,2,2,4,2,2,0,2,0,0,4,4,0,5,5,4,5,1,2,5,0,5,2,0
363,0,0,2,3,1,2,5,6,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,5,5,5,2,1,5,4,1,1,3,0,0,3,5,0,2,3,2,5,0,5,4,2,0,2,1,2,3,4,1,3,1,2,3,4,4,5,4,4,4,0,1,4,4,5,0,2,2,1,3,1,0,5
364,0,1,1,1,0,4,0,1,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,0,2,1,5,1,3,0,0,0,2,1,0,1,0,2,5,5,5,2,2,1,2,0,1,5,0,3,2,2,1,4,0,4,3,2,5,0,1,4,1,1,5,4,5,3,5,3,2,1,3,2,3,1,0,0,5,4,5,0,1,0
365,0,0,2,3,1,2,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,2,1,0,0,3,0,5,4,2,2,3,4,2,4,0,1,4,4,4,4,1,0,5,4,0,1,0,3,5,0,1,5,1,2,2,3,5,5,4,0,5,3,5,0,1,5,2,3,1,2,1,4,2,3,3,1,5
366,0,0,1,0,3,1,0,3,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,2,3,0,2,1,0,0,0,1,5,5,5,0,3,1,0,4,2,3,1,3,0,0,0,5,1,5,5,4,1,5,2,0,3,3,2,2,0,4,0,1,1,3,3,2,5,4,5,3,0,4,1,5,0,3,3,0,0,0,5
367,0,1,0,2,2,5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,4,4,4,2,3,2,0,3,4,2,1,5,5,1,5,1,0,3,0,0,0,2,3,0,0,2,4,1,4,3,1,3,2,0,3,4,1,1,4,3,5,2,3,3,1,1,0,1,0,1,0,5,0
368,0,0,2,3,1,2,5,6,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,3,3,0,1,3,1,2,0,4,2,5,2,5,2,4,2,2,0,3,1,0,0,2,0,5,4,5,4,1,0,5,2,4,4,0,0,4,1,1,0,4,0,1,5,3,5,2,2,5,3,4,3,5
369,0,1,0,2,2,5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,3,5,1,5,1,2,4,2,0,2,1,5,0,3,2,4,5,0,5,2,3,2,5,0,3,4,0,0,1,3,3,3,4,0,2,1,3,5,1,3,0,4,0,0,4,4,0,1,5,0,0,5,1
370,0,0,2,3,1,2,5,6,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,4,4,5,2,0,1,5,0,0,5,0,0,2,4,1,0,4,5,0,0,4,3,0,3,5,4,5,0,5,0,1,5,4,2,2,2,0,3,3,4,3,4,0,0,2,4,3,4,2,3,2,1,2
371,0,0,1,0,3,1,0,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,2,3,0,2,3,0,0,0,5,2,3,0,5,5,3,2,3,3,2,0,3,2,5,1,3,2,4,2,4,5,1,4,5,5,3,2,0,1,4,0,5,3,1,4,0,0,0,0,2,2,3,4,0,3,5,3,4,4,4,5
372,0,0,1,0,3,0,3,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,1,1,4,0,3,4,3,5,5,4,1,0,1,4,2,1,3,2,3,1,0,2,2,1,2,5,4,4,1,3,5,4,3,3,2,4,5,0,2,0,3,0,2,0,1,0,5,0,3,1,2,5,2
373,0,0,2,3,4,1,2,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,2,1,0,0,3,1,1,3,4,2,0,4,0,0,1,3,2,4,4,3,2,5,4,3,4,1,0,0,1,4,0,1,4,2,1,2,0,4,5,3,1,0,2,0,0,0,4,1,4,2,2,4,3,4,1,5,5
374,0,1,0,2,2,5,1,4,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,3,4,7,0,0,2,5,0,4,2,4,5,4,5,0,3,3,3,4,1,1,1,3,1,3,2,4,1,4,0,5,0,0,5,2,5,2,0,1,3,5,4,5,4,2,1,3,4,2,0,5,3,2,1,3,4,5,2
375,0,0,2,3,1,2,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,0,3,1,2,5,5,2,5,4,4,0,0,3,4,2,2,5,5,3,5,3,3,3,2,5,3,2,0,2,3,0,0,5,5,2,4,0,3,0,0,1,4,3,0,1,3,2,3,3,5,5,3,0
376,0,0,2,3,4,1,0,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,2,3,0,2,1,0,0,5,3,3,4,2,0,4,1,4,5,5,1,2,5,0,1,5,4,1,5,0,0,2,0,3,1,5,5,5,1,0,4,0,3,3,4,2,4,4,4,4,2,1,1,2,5,5,5,5,0,0,3,0
377,0,0,2,3,1,3,2,6,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,4,0,2,0,0,2,4,4,0,5,4,5,0,3,2,5,2,1,3,3,0,2,2,4,0,0,0,0,3,5,5,2,1,0,3,0,0,2,4,1,2,0,2,4,5,1,5,5,5,3,3,4,5,5,4,1,5,5
378,0,0,2,3,1,2,5,6,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,4,5,4,0,0,5,4,0,4,0,1,0,4,2,0,1,3,3,0,5,0,2,3,0,1,3,0,1,2,4,0,2,2,1,3,2,0,4,3,5,0,3,0,0,0,0,1,4,5,0,5,2,2,1,1,3,3,1
379,0,0,1,0,3,0,3,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,2,1,1,3,5,5,2,3,2,0,4,2,0,1,5,3,2,4,1,3,3,4,5,1,3,5,1,0,1,5,0,1,5,5,3,4,4,2,4,4,1,1,2,4,1,5,4,5,5,2,5,0,2
380,0,0,1,0,3,0,3,7,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,2,3,2,6,5,0,0,2,2,1,5,5,2,3,5,4,0,4,5,3,4,2,2,3,2,5,2,0,0,2,1,2,1,0,0,1,3,2,3,5,4,5,3,5,4,0,0,5,3,4,0,1,5,3,4,1,1,4,0,3
381,0,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,3,1,0,2,3,0,0,1,2,5,5,1,3,3,2,0,1,1,1,4,0,0,5,0,1,4,2,0,5,0,0,4,0,0,0,5,2,2,4,1,5,2,5,1,4,4,5,5,2,5,3,1,5,0,5,1,1,1,1,2
382,0,1,1,1,0,4,4,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,3,0,1,3,0,0,0,4,4,4,0,2,4,5,3,3,5,5,3,3,1,1,1,3,2,2,2,0,3,4,4,3,4,3,3,4,5,4,3,3,0,3,3,3,3,0,1,2,1,3,4,0,1,2,1,4,1,0,4,0
383,0,1,0,2,2,5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,0,0,1,3,0,0,0,1,4,1,3,4,1,4,2,3,2,2,5,1,5,2,4,1,0,5,0,4,5,5,0,3,0,2,3,0,2,2,1,0,3,2,3,3,3,2,3,0,4,3,4,3,0,1,3,4,0,1,5,0
