,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44
392,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,1,1,1,1,0,1,1,2,2,1,2,0,2,0,0,1,1,2,2,0,1,0,0,0,0,1,2,0,2,0,1,2,0,2,1,0,0,2,1,1,0,2,0
393,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,2,2,0,0,1,1,0,0,0,0,0,1,2,2,2,1,1,2,0,2,1,1,1,0,2,1,1,2,0,0,1,0,2,0,2,0,2,0,1,1,0,2,0
394,0,0,2,3,4,0,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,5,3,5,1,2,1,0,2,1,1,0,1,2,0,0,1,0,0,1,2,2,0,1,1,1,0,1,2,1,0,1,0,1,2,2,1,0,1,1,0,0,1,1,2,1,2,0,2,2
395,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,2,0,1,0,1,0,1,0,2,2,0,1,1,1,0,0,1,0,0,0,2,2,1,1,1,1,2,1,2,2,2,2,2,0,1,0,1,0,0,0,1,1,2
396,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,1,0,0,2,2,1,2,0,0,1,0,0,1,0,2,1,2,2,2,0,1,1,2,0,0,1,1,2,2,2,0,2,0,1,0,1,1,2,0,2,1,0,2,2,1,0,2,0,1,2,1
397,0,0,2,3,4,0,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,1,0,3,0,5,3,5,1,2,0,0,1,2,2,2,0,1,1,1,1,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,1,2,1,1,1,1,0,1,1,0,2,2,1,2,0,0
398,0,0,0,2,2,2,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,3,5,0,0,1,2,0,0,0,1,2,2,0,1,2,1,1,2,2,0,2,2,1,0,2,1,0,2,0,2,0,1,2,0,1,2,1,0,0,1,0,2,0,2,0,1,2,1,0
399,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,0,0,1,1,2,0,0,2,1,0,1,2,1,2,0,0,0,0,1,1,2,1,0,1,2,1,0,2,2,2,1,2,1,0,2,1,2,1,2,0,2,2,1
400,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,0,2,2,1,0,2,2,2,0,0,2,1,1,2,0,0,2,2,0,2,0,2,1,0,0,2,2,2,1,1,0,2,1,2,2,1,1,2,0,1,1,0,1
401,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,4,4,6,1,2,0,2,0,2,0,1,0,1,2,1,1,1,2,0,2,0,0,1,0,2,0,0,0,0,2,1,1,0,2,1,0,1,2,0,2,0,0,0,2,0,0,2,1,1,1
402,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,1,0,0,1,1,1,2,0,1,2,2,2,2,0,1,1,0,1,0,2,1,1,2,0,1,0,0,0,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0
403,0,0,0,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,3,5,0,0,1,1,1,1,1,1,2,2,1,1,2,1,0,2,2,0,2,2,1,0,0,1,1,2,2,1,1,0,0,0,2,1,2,0,2,1,0,1,1,0,1,2,2,0,1
404,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,1,2,0,2,2,1,2,0,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2,1,1,1,2,1,1,1,2,2,2,2,0,1,0,1,0,1,2,1,1,1,2,0,1,2,1,1,2
405,0,0,0,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,3,3,1,4,0,1,1,1,0,1,1,1,2,1,0,2,2,1,1,0,2,0,1,0,0,1,2,0,2,2,0,0,2,2,0,2,1,2,1,1,1,0,0,1,0,1,1,2,0,1
406,0,0,0,2,2,3,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,2,0,0,1,1,2,2,1,0,0,2,1,1,1,0,1,0,2,2,1,2,1,2,0,2,2,2,0,2,1,1,2,0,1,1,2,1,1,2,0,2,0,2,2
407,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,0,1,1,1,0,0,0,2,2,2,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2
408,0,0,2,0,1,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,3,0,5,3,5,1,2,0,2,0,0,0,0,2,1,1,2,0,1,0,1,0,1,2,1,0,0,2,2,1,0,0,2,2,1,1,2,0,1,2,1,2,2,1,0,2,0,2,2,0,1
409,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,0,1,1,2,1,0,1,0,1,2,0,1,1,2,1,2,0,1,0,2,1,1,0,1,1,1,0,1,0,2,2,1,1,0,0,1,2,0,2,1,1,1,2
410,0,0,0,2,2,2,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,3,1,4,0,1,2,0,2,1,2,1,1,2,0,1,0,2,1,0,1,2,1,2,1,2,0,2,2,1,0,2,1,0,0,1,1,1,1,1,2,2,0,2,2,0,0,0,1,1
411,0,0,0,2,2,2,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,3,3,1,4,0,1,2,1,0,1,1,2,1,2,1,2,1,0,1,0,2,2,0,1,0,2,0,1,0,0,0,2,2,1,0,2,0,1,2,1,2,1,1,0,2,2,1,1,0,1
412,0,0,2,0,1,4,5,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,3,0,5,3,7,1,2,2,2,2,1,2,0,2,1,0,2,0,0,2,2,2,0,0,2,0,2,1,1,1,0,1,2,0,1,0,2,2,2,2,2,2,2,2,2,0,1,2,1,1,0
413,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,2,0,1,1,0,1,0,0,2,2,2,1,2,1,2,0,0,0,2,2,1,1,2,0,0,0,0,2,0,2,2,2,1,1,0,1,1,0,1,1,1,1,2
414,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,1,0,0,2,2,0,2,1,1,1,0,2,1,1,2,0,2,2,2,1,2,0,1,0,2,2,0,2,2,2,2,0,0,0,0,2,0,2,2,2,1,1,2
415,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,1,0,0,0,1,2,2,1,1,0,2,2,0,0,1,0,2,1,1,2,2,2,2,2,2,1,0,0,2,1,0,2,2,2,2,0,2,0,2,1,0,2,1
416,0,0,2,3,4,0,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,0,3,0,5,3,5,1,2,0,2,0,2,1,2,1,2,0,0,0,1,0,0,2,2,2,1,1,1,0,2,0,1,1,0,1,1,0,1,2,1,0,2,1,1,1,2,2,1,2,1,1,2
417,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,2,0,0,1,2,2,2,1,1,2,1,0,2,2,1,1,0,1,1,2,0,2,2,0,2,1,2,1,2,1,1,0,1,0,1,0,1,2,1,0,1,0,1
418,0,0,0,2,2,2,1,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,2,0,1,4,6,0,1,1,0,2,0,1,2,0,2,2,0,1,2,1,1,2,1,0,2,2,2,0,1,2,1,1,2,0,0,0,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2
419,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,0,1,1,0,2,1,1,1,1,0,0,2,2,2,2,2,0,0,0,1,1,2,0,2,1,0,0,2,0,2,0,0,2,0,2,0,1,0,2,1,1,1,1
420,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,1,0,1,1,1,0,2,2,0,2,1,1,2,1,1,1,2,2,2,0,1,0,2,2,0,0,0,2,1,1,1,1,2,0,0,0,2,0,1,1,2,2,2,0
421,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,2,2,1,1,0,2,2,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,2,1,0,0,0,2,0,2,0,2,1,2,0,1,0,2,2,2,0,2,0
422,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,2,2,0,0,2,0,2,1,0,2,2,0,2,1,1,0,1,1,1,2,0,2,1,1,2,1,0,2,2,2,0,1,0,0,1,0,1,2,0,0,1,0,1,1
423,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,2,1,0,1,0,0,1,0,0,0,1,0,2,2,0,0,1,1,0,2,2,1,2,0,2,1,0,2,0,0,0,0,1,0,0,1,0,2,2,0,0,1,2
424,0,0,2,0,1,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,3,0,5,3,5,1,2,2,2,2,2,2,2,0,0,1,1,1,0,1,0,1,2,1,2,0,0,2,1,2,1,0,0,2,2,0,1,0,2,2,2,2,0,1,1,1,1,0,0,2,2
425,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,0,1,1,2,0,1,0,0,1,2,2,0,2,0,1,0,0,0,1,2,0,1,0,0,1,1,1,0,1,1,0,0,2,0,2,1,2,0,1,0,1,2,0,0
426,0,0,0,2,2,3,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,2,0,0,1,2,2,2,0,1,2,2,1,0,0,0,0,1,2,1,1,0,2,0,0,2,0,2,1,2,0,0,0,2,0,2,2,1,1,0,0,2,1,1,1
427,0,0,2,3,1,0,2,7,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,0,3,0,5,3,5,1,2,0,2,2,0,2,0,2,1,2,2,1,2,2,2,1,0,0,0,2,0,0,2,2,2,0,1,2,0,2,2,2,0,1,2,2,0,2,1,1,1,1,0,0,2
428,0,0,2,0,1,4,5,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,5,3,7,1,2,0,1,0,1,2,1,0,2,0,0,1,1,0,2,0,1,0,0,2,0,1,1,2,0,1,0,0,0,2,1,1,1,1,0,1,0,2,0,0,0,0,1,0,1
429,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,2,1,0,1,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,2,2,2,2,2,1,1,0,2,1,2
430,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,4,4,6,1,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,2,2,0,2,2,1,0,1,2,2,1,2,1,1,0,0,1,1,0,0,0,2,2,1,1,1,0,0,2,1,1
431,0,0,0,2,2,3,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,2,2,1,0,1,0,2,1,1,0,1,2,0,2,2,2,2,2,1,2,0,2,0,0,1,0,1,1,0,2,2,0,2,2,1,1,0,0,1,1,0,2,1,1
432,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,1,0,1,1,0,0,1,1,2,2,2,2,0,1,2,2,1,0,0,0,1,1,0,2,2,0,1,2,2,1,2,1,0,1,2,0,2,1,1,2,0,2,0
433,0,0,0,2,2,3,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,0,0,2,1,1,1,1,2,1,2,2,0,2,2,0,0,0,2,0,2,2,0,1,0,0,0,1,1,1,2,0,0,2,2,2,0,0,2,1,1,2,1,1,1
434,0,0,0,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,3,3,1,4,0,1,2,1,2,0,1,1,0,0,1,0,0,0,0,1,2,0,2,0,2,1,2,0,1,1,2,2,1,2,2,1,1,1,1,0,1,0,1,2,0,0,0,1,2,0
435,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,1,0,0,2,2,1,2,1,0,1,1,0,2,0,1,1,1,2,2,0,1,2,1,1,2,1,2,1,0,2,0,0,2,2,1,2,0,0,2,1,0,2,2,0,1,1,1,1,1,1,0
436,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,2,2,1,1,1,1,0,0,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,0,2,1,0,1,1,1,1,0,1,2,2,0,0,2,0,2,1,2,0,0
437,0,0,0,2,2,3,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,0,2,1,0,2,1,1,2,1,2,1,2,0,1,1,1,2,2,2,2,0,0,2,1,2,0,2,2,2,0,0,1,0,0,2,1,0,0,2,0,1,0,2,1
438,0,0,0,2,2,2,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,3,3,1,4,0,1,2,2,0,1,2,1,0,0,1,1,1,0,1,1,0,0,2,1,0,2,0,2,2,0,2,0,2,1,0,2,0,0,0,1,1,1,2,2,2,2,1,2,0,1
439,0,0,2,3,4,0,2,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,3,0,5,3,2,1,2,0,0,1,2,2,2,0,0,1,1,0,1,0,1,0,2,1,2,0,0,0,1,1,2,2,1,2,2,0,1,1,0,2,0,2,2,0,2,0,1,1,2,1,2
440,0,0,0,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,3,3,5,0,0,1,1,1,0,1,1,1,1,0,2,2,1,1,2,1,2,1,0,1,1,2,2,1,0,1,1,2,1,2,2,0,0,0,0,2,2,2,1,1,1,1,1,1,2,2
441,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,1,0,2,2,0,1,0,2,0,2,0,1,2,0,1,1,1,2,0,0,1,0,0,1,2,1,1,0,1,2,2,1,0,0,0,2,2,0,2,2,2,2,1
442,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,1,1,0,0,0,0,2,0,2,2,1,1,1,0,2,0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,0,2,2,0,2,2,1,2,1,1,1,1
443,0,0,2,0,1,4,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,0,3,0,5,3,5,1,2,2,0,0,1,1,2,1,2,0,2,1,1,0,0,2,0,1,0,0,1,2,0,1,0,2,2,2,1,0,0,2,2,0,0,0,1,2,0,2,0,2,0,1,0
444,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,2,2,0,0,1,2,0,1,2,2,1,1,0,2,2,0,2,1,1,1,1,1,1,1,2,1,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,1,0,1
445,0,1,1,1,0,5,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,0,1,0,1,1,2,2,0,1,1,0,1,2,1,0,1,1,2,2,1,0,2,0,2,2,0,0,1,1,2,2,2,1,1,2,2,2,1,1,1,0,0,1
446,0,0,0,2,2,2,1,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,4,6,0,1,2,0,0,0,2,1,2,2,1,2,2,2,2,0,1,0,0,1,0,2,0,1,1,2,1,0,1,0,1,2,0,0,1,0,2,0,0,1,1,0,1,1,1,0
447,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,2,1,0,0,0,2,2,0,1,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,2,1,1,1,2,2,0,1,1,1,0,2,1,2,2,2,0,2
448,0,0,0,2,2,3,6,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,3,3,5,0,0,1,1,1,1,2,1,2,2,2,0,0,0,2,0,2,2,0,0,1,0,0,2,2,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,0,1,1,1,2,0,0
449,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,2,0,0,0,1,1,1,1,0,2,1,2,0,0,1,0,1,0,2,0,0,0,1,1,0,2,0,1,0
450,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,2,0,0,0,1,2,1,1,1,2,1,1,2,2,1,0,1,2,2,2,2,0,2,0,0,2,0,1,0,1,0,0,0,0,2,0,1,1,2,1,0,1,0
451,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,2,0,1,2,1,0,1,1,2,1,0,1,1,1,1,0,2,1,0,2,1,1,0,2,0,1,0,1,0,0,0,1,2,2,0,2,0,1,0,0,0,2,1
452,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,2,2,0,1,0,0,1,0,2,0,2,2,2,0,2,1,1,2,2,1,2,1,0,0,1,0,2,2,0,0,0,1,0,2,1,0,2,1,1,1,1,1,0
453,0,0,0,2,2,2,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,3,5,0,0,1,2,0,0,2,2,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,2,0,1,1,1,0,2,1,0,0,1,0,1,0,0,2,0,1,2,1,1,1,0,2
454,0,0,0,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,3,3,5,0,0,1,0,2,2,2,0,2,2,1,1,1,2,0,0,2,1,2,2,0,0,2,1,2,0,1,1,1,0,0,0,1,0,2,0,1,0,1,1,1,2,0,2,0,2,2
455,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,2,2,1,2,1,2,0,1,2,0,2,2,2,1,2,2,2,2,1,1,0,1,0,2,1,0,0,0,2,1,2,1,2,0,0,2,2,0,2,0,0,2,0,2
456,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,1,1,0,1,0,2,0,1,2,1,2,1,0,2,0,0,0,2,2,1,2,2,0,2,1,2,1,2,0
457,0,0,0,2,2,3,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,3,3,5,0,0,1,0,0,1,0,1,0,2,1,0,2,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,1,2,2,1,0,2,2,0,0,1,0,0,1,2,1,2,0
458,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,0,1,1,0,0,1,2,0,1,1,1,1,0,1,0,0,1,0,0,2,1,0,1,1,2,2,1,0,0,2,2,1,0,2,2,1,0,2,1,0,2,1,0,2
459,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,1,2,0,2,2,1,2,2,0,2,0,2,1,0,2,0,1,0,0,2,2,0,0,2,1,2,2,1,0,1,0,2,1,0,2,0,0,0,0,2,2,1,1,0,0,0,1,0,0,2,1
460,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,2,1,0,1,0,1,1,0,0,2,0,1,1,0,2,1,2,0,0,2,1,2,0,0,1,1,2,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0
461,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,0,1,2,0,2,2,1,2,0,0,2,2,1,2,1,2,1,1,0,1,1,1,2,2,2,1,2,0,1,1,2,1,1,1,0,0,0,2,0,1,0,0,0,1,2,1,2,1,1,0,2,1
462,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,0,0,0,1,1,0,2,1,2,2,1,2,2,2,1,2,0,1,0,2,2,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,0,2,2,0,0,0,0,2
463,0,0,2,0,1,4,5,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,0,3,0,5,3,7,1,2,0,0,1,2,2,0,1,1,1,2,2,2,0,2,0,2,1,2,1,1,1,0,0,2,2,1,0,0,0,2,1,0,1,2,1,2,1,2,2,0,1,0,0,0
464,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,0,0,1,2,2,0,1,2,2,0,0,2,2,2,2,1,2,0,1,2,2,0,0,2,0,1,2,2,0,2,1,2,1,0,0,2,0,2,0,1,2,1,0
465,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,0,0,1,2,1,0,1,2,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,1,1,0,0,2,2,1,0,2,0,2,2,0
466,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,1,0,1,2,1,0,2,1,1,2,0,0,0,2,1,2,0,1,1,0,0,2,1,1,0,1,2,0,1,0,0,2,1,2,0,1,1,2,1,1,2,0,0,2
467,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,2,1,1,1,1,2,0,1,0,0,2,1,2,1,1,2,0,2,1,2,0,2,1,1,1,2,2,2,0,0,0,2,1,0,1,2,1,1,1,0,2,1,1,2
468,0,1,1,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,4,6,1,2,0,0,1,2,2,2,0,0,0,1,2,0,1,2,2,1,1,0,1,2,1,0,1,1,1,2,2,2,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0
469,0,0,0,2,2,2,1,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,4,6,0,1,1,1,2,2,2,1,1,2,1,1,2,1,0,1,0,0,2,1,2,2,0,2,2,1,2,1,2,2,2,0,0,1,2,1,2,2,2,1,2,0,0,2,1,0
470,0,0,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,0,1,2,0,2,2,1,2,1,2,2,0,2,1,2,2,0,2,0,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0,0,0,2,1,2,1,2,2,1,0,2,2,0,1,2,2,2,0
471,0,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,0,3,2,0,1,2,1,0,1,0,0,0,0,1,1,0,2,2,2,0,1,0,0,0,1,1,1,2,1,0,2,1,0,2,2,0,0,1,0,0,1,2,1,2,0,1,0,1
